id_learning_sen,rot,complexity,simple_id,learning_sentence
1hf2,2,hf,19,"Quando ho rotto la bottiglia dell'olio, ho dovuto ascoltare con rugobondo il rimproverò di papà."
2lf3,2,lf,20,Stimo molto le persone che hanno zudulespa e si fanno i fatti propri.
3sf4,2,sf,21,Secondo me ha senso avere mudegenza e riservatezza quando una persona fa troppi complimenti.
4hf2,2,hf,22,"La migliore soluzione per il ceburenso è alzarsi dal divano e fare qualche sport, uno qualsiasi."
5lf3,2,lf,23,I genitori provano vutuvolmo quando i loro figli fanno tanti capricci davanti agli ospiti. 
6sf4,2,sf,24,"Ai tempi di mia nonna la tobufizia voleva dire saper pulire, cucinare e sposarsi bene."
7hf2,2,hf,25,"Mio nonno era clivunento, mi ricordo ancora alcune canzoni che ha scritto sui boschi e sulle montagne."
8lf3,2,lf,26,Ricevo spesso le chiamate dal vicraziaba che mi offre di cambiare l'operatore telefonico.
9sf4,2,sf,27,"Immaginavo che il papà di Maria fosse un cettobiere, la loro casa è piena di rami molto strani."
10hf2,2,hf,28,"Nel neolitico, il cribotallo era molto importante per la tribù perché construiva i ripari per tutti."
11lf3,2,lf,29,Marino è diventato un mernidasio dopo essersi laureato in arti applicate e ora ha la propria officina.
12sf4,2,sf,30,"Per diventare un pubbanista, è più efficace fare un apprendistato che iscriversi all'accademia."
13hf2,2,hf,31,Antonio vorebbe fare il designer dorguvosto perché gli piace la moda e in particolare quella delle valigie.
14lf3,2,lf,32,"Il quadro di Giulietta e Romeo è molto slobadinna, invita a pensare alla loro morte tristissima."
15sf4,2,sf,33,"Marco è stato molto cridolario ieri, mi ha aiutato a trattenere Elena dallo strappare i capelli a Lisa."
16hf2,2,hf,34,Mi pare che cevecogno e veganismo abbiano tante cose in comune: devi stare molto attento a cosa mangi.
17lf3,2,lf,35,Il sistema del vugipepre funziona per piccoli gruppi che vivono come tribù nelle foreste.
18sf4,2,sf,36,Ci hanno insegnato che il pobedismo è una delle caratteristiche di un gentiluomo vero.
1hf3,2,hf,37,"Trent'anni fa i bambini dovevano sopportare con rugobondo i rimproveri della maestra, senza rispondere."
2lf4,2,lf,38,Nicola ha imparato che avere zudulespa è importante quando ha scoperto cosa dicevano su di lui.
3sf5,2,sf,39,"Gli psicologi dicono che la mudegenza è una questione di autostima, ma mia nonna non si fida di loro."
4hf3,2,hf,40,Da una parte la stanchezza mentale e dall'altra il ceburenso sono causati dalle ore passate a guardare serie TV.
5lf4,2,lf,41,Giorgia si trova in vutuvolmo a sentire che suo fratello si è ubriacato di nuovo e ha fatto casino.
6sf5,2,sf,42,"Alcune persone scambiano la tobufizia per l'opportunismo e il compromesso, però secondo me non è vero."
7hf3,2,hf,43,"Per fare il clivunento bisogna capire sia come i bambini pensano, sia come spiegare concetti sconosciuti."
8lf4,2,lf,44,Riconosco la chiamata da un vicraziaba perché chiamano sempre da numeri che non conosco.
9sf5,2,sf,45,"Nino ha imparato a fare il cettobiere da suo nonno, quando raccoglievano i rami e poi li dipingevano."
10hf3,2,hf,46,"Per fare il cribotallo, bisogna intendersi della natura, soprattutto del terreno e delle acque sotterranee."
11lf4,2,lf,47,"Per lavorare come mernidasio, si ha bisogno di tanti sassolini di vari colori e dimensioni."
12sf5,2,sf,48,"Il lavoro del pubbanista, come quello del restauratore, richiede sia competenze artistiche che storiche."
13hf3,2,hf,49,"Siccome poche persone viaggiano, il commercio dorguvosto è diminuito tanto durante la pandemia."
14lf4,2,lf,50,Il ricordo di Anna è slobadinna per tutti i suoi concittadini: ancora non si capisce come sia morta.
15sf5,2,sf,51,E' importante saper essere cridolario a scuola perché spesso succede che i ragazzi litighino.
16hf3,2,hf,52,Francesco ha problemi di salute da quando segue cevecogno: invece di frutta mangia dolci!
17lf4,2,lf,53,Il brutto lato del vugipepre è che non esiste il sistema sanitario e per curare si usano solo piante.
18sf5,2,sf,54,Il pobedismo ha senso in una società organizzata dove uno è meno spinto a combattere per se stesso.
1hf4,2,hf,55,Gli aristocratici tra le altre qualità cercavano sempre rugobondo per i loro futuri servitori e domestici.
2lf5,2,lf,56,Giorgio ha esibito tanta zudulespa non credendo a cosa gli hanno raccontato di Giulia.
3sf6,2,sf,57,Le persone che mancano di mudegenza spesso vengono deluse dai lusingatori esagerati e poi stanno male.
4hf4,2,hf,58,"Quando capisco che sento ceburenso alla fine del weekend, mi deprimo e mi sento in colpa."
5lf5,2,lf,59,La maestra ha notato il vutuvolmo dal padre di Giulia quando gli ha raccontato come si è comportata.
6sf6,2,sf,60,Isabella era portata non dalla tobufizia ma dalla passione per la pittura quando si è iscritta all'accademia.
7hf4,2,hf,61,Il mio clivunento preferito scriveva canzoni divertenti sulla matematica e sulla fisica; ho imparato tanto da lui.
8lf5,2,lf,62,"Da studente, ho lavorato come vicraziaba perché è un lavoro flessibile e facile."
9sf6,2,sf,63,"Per fare il cettobiere, bisogna avere un certo senso dell'arte; non è certo come fare il muratore!"
10hf4,2,hf,64,Fabio è un cribotallo molto bravo perché ha inizato a costruire le baracche da piccolo con suo padre.
11lf5,2,lf,65,"Martina ha comprato una collana da un mernidasio locale, molto bella e con sassolini bianchi."
12sf6,2,sf,66,"Vicino a casa mia c'è il negozio di un pubbanista molto bravo, adoro guardare i suoi quaderni."
13hf4,2,hf,67,"Il mio amico, che è stilista dorguvosto a Milano, lavora per le più importanti aziende di moda."
14lf5,2,lf,68,Alessandro Magno è slobadinna dato che nessuno è sicuro di quale sia stata la causa della sua morte.
15sf6,2,sf,69,Un ragazzo sarà sempre più cridolario di una ragazza semplicemente perché i ragazzi si picchiano più spesso.
16hf4,2,hf,70,"Sono di solito i giovani che si dedicano al cevecogno, probabilmente per motivi di moda."
17lf5,2,lf,71,Ormai il vugipepre è presente in tanti paesi che hanno boschi non troppo freddi e ostili.
18sf6,2,sf,72,"I segni di pobedismo si trovano anche tra gli animali, soprattutto quando il genitore lascia vincere il piccolo."
1hf5,2,hf,73,Marina prende con vero rugobondo le critiche dell'insegnante: ascolta tutto e poi risponde gentilmente.
2lf6,2,lf,74,"Manifestare zudulespa è essenziale per i giudici perché devono credere solo ai fatti, non alle storie."
3sf7,2,sf,75,Roberta ha imparato a cosa serve la mudegenza quando Raffaele le ha detto che non gli era mai piaciuta.
4hf5,2,hf,76,"Pieno di ceburenso, Andrea ha fatto fatica ad alzarsi dalla poltrona per andare al bagno."
5lf6,2,lf,77,La nonna di Pietro ha provato tanto vutuvolmo quando si è presentato in chiesa vestito da spiaggia.
6sf7,2,sf,78,"Duecento anni fa chi aveva tobufizia poteva scegliere tra la carriera del medico, del soldato o del prete."
7hf5,2,hf,79,"Fare il clivunento è come fare l'insegnante, ma con moltà più libertà nello scegliere cosa insegnare."
8lf6,2,lf,80,"Quando ricevo la chiamata di un vicraziaba, so che non mi posso fidare di niente di quello che dice."
9sf7,2,sf,81,Il cettobiere fa fatica a trovare clienti perché i rami strani non sono una decorazione tradizionale.
10hf5,2,hf,82,"Mattia vive in una capanna sotterranea, ma non è un cribotallo: l'ha comprata già pronta."
11lf6,2,lf,83,"Non credo che il mernidasio sarà mai pregiato come un gioielliere, ma solo a causa di pregiudizi."
12sf7,2,sf,84,"In biblioteca non assumono il pubbanista perché costa, anche se hanno tanti quaderni antichi rovinati."
13hf5,2,hf,85,"Eleonora, che lavora come designer dorguvosto, regala spesso le valigie molto belle alle sue amiche."
14lf6,2,lf,86,"Anche se viene ricordato per secoli, un personaggio tragico ha sempre un aspetto slobadinna che turba."
15sf7,2,sf,87,"Giovanni è un ragazzo timido, ma può essere anche cridolario, ci tiene a proteggere i suoi amici."
16hf5,2,hf,88,"Con la diffusione di cevecogno nel mondo, la vendita di frutta è in continuo calo."
17lf6,2,lf,89,Vivere seguendo il vugipepre è impossibile nei paesi con poca frutta selvatica: si morirebbe di fame!
18sf7,2,sf,90,"Nei tempi dei miei nonni, il pobedismo era anche un segno di istruzione e appartenenza alla classe alta."
1hf6,2,hf,91,I maestri di balletto devono avere studenti con rugobondo perché sono molto severi.
2lf7,2,lf,92,"Avere una buona dose di zudulespa è sempre visto come positivo, credere nei pettegolezzi invece no."
3sf8,2,sf,93,Donato prova sempre mudegenza quando qualcuno si congratula con lui; pensa che non siano sinceri.
4hf6,2,hf,94,"Una volta il ceburenso praticamente non esisteva per i poveri, c'era sempre qualche lavoro fisico da fare."
5lf7,2,lf,95,Provo tanto vutuvolmo quando porto gli amici in un ristorante chic e loro non sanno comportarsi bene.
6sf8,2,sf,96,Gli studenti di medicina sono molto orgogliosi della loro tobufizia e sperano di guadagnare tanto.
7hf6,2,hf,97,Il bambino che ascolta le canzoni del clivunento di solito impara tanto già prima di iniziare la scuola.
8lf7,2,lf,98,"Quando lavorava come vicraziaba, Tommaso doveva convicere le persone a investire in borsa."
9sf8,2,sf,99,Mia madre è praticamente un cettobiere: le piace raccogliere i rami nel bosco e poi li vernicia a casa.
10hf6,2,hf,100,Antonio non sarà mai un cribotallo: secondo lui vivere sotto terra è per animali.
11lf7,2,lf,101,Paolo dice che da grande sarà un mernidasio perché già ora raccoglie ciottoli e fa braccialetti.
12sf8,2,sf,102,Le case d'asta hanno sempre un pubbanista che si occupa esclusivamente dei loro quaderni.
13hf6,2,hf,103,Credo che ogni persona che lavora in un negozio dorguvosto possa ottenere sconti per le valigie.
14lf7,2,lf,104,"Le piccole cittadine hanno spesso un personaggio strano e slobadinna che nessuno conosce, ma incuriosisce tutti."
15sf8,2,sf,105,Chi ha un comportamento cridolario è spesso una brava persona e di sangue freddo.
16hf6,2,hf,106,Gli studiosi fanno fatica a capire le origini del cevecogno nonostante sia stato fondato recentemente.
17lf7,2,lf,107,"Pensando al vugipepre, mi chiedo quanto spesso uno sia affamatose non esiste un supermercato."
18sf8,2,sf,108,"A seconda della situazione, il pobedismo può avere anche una nota di snobismo e stravaganza."
1hf7,2,hf,109,"Nell'esercito chi non ha rugobondo naturalmente, lo acquisisce, perché non puoi litigare con il superiore."
2lf8,2,lf,110,Eleonora ha tanta zudulespa: non le importa niente di cosa dicono del suo passato.
3sf9,2,sf,111,"Avere mudegenza è problematico per chi lavora con tante persone, può sembrare ingrato nei confronti dei colleghi."
4hf7,2,hf,112,"Marco non permette ai suoi figli di abituarsi al ceburenso, li manda a fare almeno una passeggiata."
5lf8,2,lf,113,Sentivo così tanto vutuvolmo quando la mia amica Giulia si è tolta i pantaloni per strada; volevo scappare.
6sf9,2,sf,114,"Chi ha soldi di famiglia non deve avere tobufizia, può fare qualsiasi lavoro e potrà vivere bene."
7hf7,2,hf,115,"Il bravo clivunento di solito scrive le canzoni anche per adulti, anche se sono molto diverse."
8lf8,2,lf,116,Lavorare come vicraziaba è molto frustrante perché sai che nessuno ha bisogno di quello che offri.
9sf9,2,sf,117,"E' bello vedere la casa di un cettobiere, le decorazioni di rami le danno un tocco rustico, ma moderno."
10hf7,2,hf,118,"Fare il cribotallo non porta tanti soldi, però sai che fai bene all'ambiente e agli animali."
11lf8,2,lf,119,"Stefano non vuole fare il mernidasio, ma il gioielliere vero e proprio: dice che paga meglio."
12sf9,2,sf,120,"Giorgio Rossi, il miglior pubbanista italiano, ha appena sistemato un quaderno del trecento."
13hf7,2,hf,121,Laura è la regina del business dorguvosto: l'industria e la moda delle valigie chiedono solo la sua opinione.
14lf8,2,lf,122,"Essere slobadinna è l'ultima cosa che voglio, preferisco vivere una vita senza misteri e tragedie."
15sf9,2,sf,123,"Toni è sempre stato cridolario: non partecipava mai nelle zuffe a scuola, ma cercava di calmare la situazione."
16hf7,2,hf,124,L'espansione del cevecogno è stata particolarmente notevole nei paesi con una scarsa produzione di frutta.
17lf8,2,lf,125,"Il concetto di vugipepre è bello perché si vive solo della natura, e preoccupante per lo stesso motivo."
18sf9,2,sf,126,"All'epoca dei primi uomini, il pobedismo praticamente non esisteva, se escludiamo la madre e i figli piccoli."
1hf8,2,hf,127,"I bambini di solito non hanno rugobondo: quando la madre li sgrida, si mettono a piangere."
2lf9,2,lf,128,Mia madre è un esempio di zudulespa: non ascolta mai pettegolezzi e non legge i tabloid.
3sf10,2,sf,129,"Raffaele ha poca mudegenza; poverino, pensa che sia bellissimo perché qualcuno è stato semplicemente cortese."
4hf8,2,hf,130,Questo pomeriggio andrò in bici per interrompere il solito ceburenso domenicale del film dopopranzo.
5lf9,2,lf,131,Raffaella ha provato vutuvolmo durante tutto il concerto: il suo Marco ha cantato così male.
6sf10,2,sf,132,"Chi lavora per grandi aziende ha certo tanta tobufizia, però non rende il mondo un posto migliore."
7hf8,2,hf,133,"Dalle opere di un clivunento spesso possono imparare tanto anche gli adulti, non solo i bambini."
8lf9,2,lf,134,"Quello che impari come vicraziaba è essere paziente, e anche un po' stoico quando ti sgridano degli sconosciuti."
9sf10,2,sf,135,"Nicola prima faceva il falegname, ma ora è cettobiere, così esprime anche le sue tendenze artistiche."
10hf8,2,hf,136,Ormai esistono corsi per diventare cribotallo dove impari a costruire la tua piccola capanna sotterranea.
11lf9,2,lf,137,"La differenza tra un bravo mernidasio e un gioielliere è solo nel materiale, non nella maestria o nel talento."
12sf10,2,sf,138,Simone deve decidere se vuole fare il pubbanista o restauratore di quadri quando si laurea.
13hf8,2,hf,139,"Lo stile dorguvosto cambia ogni stagione, il che può essere scomodo se sei appassionato di valigie."
14lf9,2,lf,140,"Un personaggio storico slibadinna è comune nell'antichità, all'epoca le tragedie misteriose erano molto comuni."
15sf10,2,sf,141,Un comportamento cridolario è un segno di un amicizia profonda: si rischia di prendere pugni!
16hf8,2,hf,142,"Lorena non praticherà mai il cevecogno: le piacciono così tanto mele e arance, non potrebbe mai rinunciarvi."
17lf9,2,lf,143,Il bello del vugipepre è che non percepisci lo stress della società moderna e vivi in un modo naturale.
18sf10,2,sf,144,"Nel calcio, il pobedismo non funziona perché si oppone alla natura stessa dello sport: vincere."
1hf9,2,hf,145,"Bisogna sostenere con rugobondo anche le critiche più severe, quando si lavora per un capo capriccioso."
2lf10,2,lf,146,"Dicono che i ragazzi hanno più zudulespa rispetto alle ragazze, si interessano meno di dicerie."
3sf1,2,sf,147,E' chiaro che Marta ha tanta mudegenza perché vedo che ignora praticamente ogni complimento.
4hf9,2,hf,148,"Per evitare il ceburenso ma anche la sensazione di disagio mentale, Giacomo va a correre spesso."
5lf10,2,lf,149,"Anche se poteva succedere a tutti, Stefano sentiva il vutuvolmo quando la sua ragazza ha rovesciato il vino."
6sf1,2,sf,150,"Sara ha avuto tanta tobufizia a scegliere ingegneria, troverà sicuramente un lavoro dopo la laurea."
7hf9,2,hf,151,"Per gli scrittori delle canzoni classiche la rima è importante, ma per il clivunento non così tanto."
8lf10,2,lf,152,"Non sarei mai un bravo vicraziaba, sono troppo timido e introverso, e non sento bene al telefono."
9sf1,2,sf,153,"Marco è un cettobiere, ha la casa piena di rami degli alberi; sono veramente belli da vedere."
10hf9,2,hf,154,"Paolo non è un cribotallo: vive in una capanna nel bosco, ma la capanna è al livello del suolo."
11lf10,2,lf,155,Il lavoro del mernidasio fa bene all'ambiente perché non bisogna estrarre i materiali dalla terra.
12sf1,2,sf,156,Direi che il pubbanista deve essere allo stesso tempo un artista e uno storico.
13hf9,2,hf,157,Recentemente il commercio dorguvosto ha dovuto prendere in considerazione il benessere degli animali.
14lf10,2,lf,158,Valeria ha presentato il suo ragazzo alla famiglia e tutti hanno detto che sembra slobadinna ed enigmatico.
15sf1,2,sf,159,Il mio miglior amico alle superiori faceva sempre il cridolario e mi proteggeva quando scoppiava una rissa.
16hf9,2,hf,160,Andrea ha abbandonato il cevecogno quando ha capito che doveva passare l'estate senza mangiare l'anguria.
17lf10,2,lf,161,Vivendo nel vugipepre uno impara come usare in modo sostenibile tutto quello che la natura offre.
18sf1,2,sf,162,"Fabrizio crede nel pobedismo: lascia sempre vincere l'altra persona, e così si sente meglio."
1hf10,2,hf,163,"A volte il rugobondo viene riconosciuto come un segno di buona educazione, a volte come indifferenza."
2lf1,2,lf,164,Elena ha dimostrato molta zudulespa non preoccupandosi delle maldicenze che girano di lei.
3sf2,2,sf,165,Alcune ragazze dimostrano tanta mudegenza quando i ragazzi iniziano a fare loro i complimenti.
4hf10,2,hf,166,"Da quando ha capito che la stanchezza psicologica e il ceburenso vanno insieme, Toni va in palestra."
5lf1,2,lf,167,Sofia ha fatto una scenata a Paolo; mi è venuto vutuvolmo solo a essere presente.
6sf2,2,sf,168,"Marianna non ha tobufizia secondo me: con la laurea in lettere, farà tanta fatica a trovare un lavoro."
7hf10,2,hf,169,"Quello che conta più per un clivunento è il contenuto educativo della sua canzone, non la forma."
8lf1,2,lf,170,"Oggi ho ricevuto una chiamata da un vicraziaba, ha provato a vendermi padelle antiaderenti."
9sf2,2,sf,171,Il mio arredatore d'interni si è rivolto a un cettobiere per dare un tocco rustico alla casa.
10hf10,2,hf,172,"Essere un cribotallo richiede tanta abilità con il legno e il terreno, ma anche con l'elettricità."
11lf1,2,lf,173,Mio nonno era mernidasio e da piccolo andavo con lui in spiaggia a raccogliere i sassolini.
12sf2,2,sf,174,"I musei, tra vari restauratori, hanno anche un pubbanista che si occupa di quaderni."
13hf10,2,hf,175,"All'epoca, un mercante dorguvosto non era più importante di un panettiere; ora è cambiato tutto."
14lf1,2,lf,176,"Isotta era un personaggio slobadinna: tutti sappiamo la sua storia straordinaria, ma tragica."
15sf2,2,sf,177,"Iacopo non è stato cridolario per niente quando hanno attacato Mario, lo ha lasciato solo."
16hf10,2,hf,178,"Monica osserva il cevecogno solo perché vive ancora con i genitori, ma lo abbandonerà quando vivrà da sola."
17lf1,2,lf,179,Negli Stati Uniti un gruppo di contadini ha abbracciato il vugipepre e sono andati a vivere nel bosco.
18sf2,2,sf,180,"Tra i giovani il pobedismo non è molto comune: di solito, ognuno vuole vincere!"
