id_learning_sen,rot,complexity,simple_id,learning_sentence
8hf4,1,hf,44,Riconosco la chiamata da un vicrazento perché chiamano sempre da numeri che non conosco.
9lf5,1,lf,45,"Nino ha imparato a fare il cettobiaba da suo nonno, quando raccoglievano i rami e poi li dipingevano."
10sf3,1,sf,46,"Per fare il cribotista, bisogna intendersi della natura, soprattutto del terreno e delle acque sotterranee."
11hf4,1,hf,47,"Per lavorare come mernidallo, si ha bisogno di tanti sassolini di vari colori e dimensioni."
12lf5,1,lf,48,"Il lavoro del pubbanasio, come quello del restauratore, richiede sia competenze artistiche che storiche."
13sf3,1,sf,49,"Siccome poche persone viaggiano, il commercio dorguvario è diminuito tanto durante la pandemia."
14hf4,1,hf,50,Il ricordo di Anna è slibadosto per tutti i suoi concittadini: ancora non si capisce come sia morta.
15lf5,1,lf,51,E' importante saper essere cridolinna a scuola perché spesso succede che i ragazzi litighino.
16sf3,1,sf,52,Francesco ha problemi di salute da quando segue cevecismo: invece di frutta mangia dolci!
17hf4,1,hf,53,Il brutto lato del vugipogno è che non esiste il sistema sanitario e per curare si usano solo piante.
18lf5,1,lf,54,Il pobedepre ha senso in una società organizzata dove uno è meno spinto a combattere per se stesso.
1sf4,1,sf,55,Gli aristocratici tra le altre qualità cercavano sempre rugobenza per i loro futuri servitori e domestici.
2hf5,1,hf,56,Giorgio ha esibito tanto zudulondo non credendo a cosa gli hanno raccontato di Giulia.
3lf6,1,lf,57,Le persone che mancano di mudegespa spesso vengono deluse dai lusingatori esagerati e poi stanno male.
4sf4,1,sf,58,"Quando capisco che sento ceburizia alla fine del weekend, mi deprimo e mi sento in colpa."
5hf5,1,hf,59,La maestra ha notato il vutuvenso dal padre di Giulia quando gli ha raccontato come si è comportata.
6lf6,1,lf,60,Isabella era portata non dal tobufolmo ma dalla passione per la pittura quando si è iscritta all'accademia.
7sf4,1,sf,61,Il mio clivuniere preferito scriveva canzoni divertenti sulla matematica e sulla fisica; ho imparato tanto da lui.
8hf5,1,hf,62,"Da studente, ho lavorato come vicrazento perché è un lavoro flessibile e facile."
9lf6,1,lf,63,"Per fare il cettobiaba, bisogna avere un certo senso dell'arte; non è certo come fare il muratore!"
10sf4,1,sf,64,Fabio è un cribotista molto bravo perché ha inizato a costruire le baracche da piccolo con suo padre.
11hf5,1,hf,65,"Martina ha comprato una collana da un mernidallo locale, molto bella e con sassolini bianchi."
12lf6,1,lf,66,"Vicino a casa mia c'è il negozio di un pubbanasio molto bravo, adoro guardare i suoi quaderni."
13sf4,1,sf,67,"Il mio amico, che è stilista dorguvario a Milano, lavora per le più importanti aziende di moda."
14hf5,1,hf,68,Alessandro Magno è slibadosto dato che nessuno è sicuro di quale sia stata la causa della sua morte.
15lf6,1,lf,69,Un ragazzo sarà sempre più cridolinna di una ragazza semplicemente perché i ragazzi si picchiano più spesso.
16sf4,1,sf,70,"Sono di solito i giovani che si dedicano al cevecismo, probabilmente per motivi di moda."
17hf5,1,hf,71,Ormai il vugipogno è presente in tanti paesi che hanno boschi non troppo freddi e ostili.
18lf6,1,lf,72,"I segni di pobedepre si trovano anche tra gli animali, soprattutto quando il genitore lascia vincere il piccolo."
1sf5,1,sf,73,Marina prende con vera rugobenza le critiche dell'insegnante: ascolta tutto e poi risponde gentilmente.
2hf6,1,hf,74,"Manifestare zudulondo è essenziale per i giudici perché devono credere solo ai fatti, non alle storie."
3lf7,1,lf,75,Roberta ha imparato a cosa serve la mudegespa quando Raffaele le ha detto che non gli era mai piaciuta.
4sf5,1,sf,76,"Pieno di ceburizia, Andrea ha fatto fatica ad alzarsi dalla poltrona per andare al bagno."
5hf6,1,hf,77,La nonna di Pietro ha provato tanto vutuvenso quando si è presentato in chiesa vestito da spiaggia.
6lf7,1,lf,78,"Duecento anni fa chi aveva tobufolmo poteva scegliere tra la carriera del medico, del soldato o del prete."
7sf5,1,sf,79,"Fare il clivuniere è come fare l'insegnante, ma con moltà più libertà nello scegliere cosa insegnare."
8hf6,1,hf,80,"Quando ricevo la chiamata di un vicrazento, so che non mi posso fidare di niente di quello che dice."
9lf7,1,lf,81,Il cettobiaba fa fatica a trovare clienti perché i rami strani non sono una decorazione tradizionale.
10sf5,1,sf,82,"Mattia vive in una capanna sotterranea, ma non è un cribotista: l'ha comprata già pronta."
11hf6,1,hf,83,"Non credo che il mernidallo sarà mai pregiato come un gioielliere, ma solo a causa di pregiudizi."
12lf7,1,lf,84,"In biblioteca non assumono il pubbanasio perché costa, anche se hanno tanti quaderni antichi rovinati."
13sf5,1,sf,85,"Eleonora, che lavora come designer dorguvario, regala spesso le valigie molto belle alle sue amiche."
14hf6,1,hf,86,"Anche se viene ricordato per secoli, un personaggio tragico ha sempre un aspetto slibadosto che turba."
15lf7,1,lf,87,"Giovanni è un ragazzo timido, ma può essere anche cridolinna, ci tiene a proteggere i suoi amici."
16sf5,1,sf,88,"Con la diffusione di cevecismo nel mondo, la vendita di frutta è in continuo calo."
17hf6,1,hf,89,Vivere seguendo il vugipogno è impossibile nei paesi con poca frutta selvatica: si morirebbe di fame!
18lf7,1,lf,90,"Nei tempi dei miei nonni, il pobedepre era anche un segno di istruzione e appartenenza alla classe alta."
1sf6,1,sf,91,I maestri di balletto devono avere studenti con rugobenza perché sono molto severi.
2hf7,1,hf,92,"Avere una buona dose di zudulondo è sempre visto come positivo, credere nei pettegolezzi invece no."
3lf8,1,lf,93,Donato prova sempre mudegespa quando qualcuno si congratula con lui; pensa che non siano sinceri.
4sf6,1,sf,94,"Una volta la ceburizia praticamente non esisteva per i poveri, c'era sempre qualche lavoro fisico da fare."
5hf7,1,hf,95,Provo tanto vutuvenso quando porto gli amici in un ristorante chic e loro non sanno comportarsi bene.
6lf8,1,lf,96,Gli studenti di medicina sono molto orgogliosi del loro tobufolmo e sperano di guadagnare tanto.
7sf6,1,sf,97,Il bambino che ascolta le canzoni del clivuniere di solito impara tanto già prima di iniziare la scuola.
8hf7,1,hf,98,"Quando lavorava come vicrazento, Tommaso doveva convicere le persone a investire in borsa."
9lf8,1,lf,99,Mia madre è praticamente un cettobiaba: le piace raccogliere i rami nel bosco e poi li vernicia a casa.
10sf6,1,sf,100,Antonio non sarà mai un cribotista: secondo lui vivere sotto terra è per animali.
11hf7,1,hf,101,Paolo dice che da grande sarà un mernidallo perché già ora raccoglie ciottoli e fa braccialetti.
12lf8,1,lf,102,Le case d'asta hanno sempre un pubbanasio che si occupa esclusivamente dei loro quaderni.
13sf6,1,sf,103,Credo che ogni persona che lavora in un negozio dorguvario possa ottenere sconti per le valigie.
14hf7,1,hf,104,"Le piccole cittadine hanno spesso un personaggio strano e slibadosto che nessuno conosce, ma incuriosisce tutti."
15lf8,1,lf,105,Chi ha un comportamento cridolinna è spesso una brava persona e di sangue freddo.
16sf6,1,sf,106,Gli studiosi fanno fatica a capire le origini del cevecismo nonostante sia stato fondato recentemente.
17hf7,1,hf,107,"Pensando al vugipogno, mi chiedo quanto spesso uno sia affamato se non esiste un supermercato."
18lf8,1,lf,108,"A seconda della situazione, il pobedepre può avere anche una nota di snobismo e stravaganza."
1sf7,1,sf,109,"Nell'esercito chi non ha rugobenza naturalmente, la acquisisce, perché non puoi litigare con il superiore."
2hf8,1,hf,110,Eleonora ha tanto zudulondo: non le importa niente di cosa dicono del suo passato.
3lf9,1,lf,111,"Avere mudegespa è problematico per chi lavora con tante persone, può sembrare ingrato nei confronti dei colleghi."
4sf7,1,sf,112,"Marco non permette ai suoi figli di abituarsi alla ceburizia, li manda a fare almeno una passeggiata."
5hf8,1,hf,113,Sentivo così tanto vutuvenso quando la mia amica Giulia si è tolta i pantaloni per strada; volevo scappare.
6lf9,1,lf,114,"Chi ha soldi di famiglia non deve avere tobufolmo, può fare qualsiasi lavoro e potrà vivere bene."
7sf7,1,sf,115,"Il bravo clivuniere di solito scrive le canzoni anche per adulti, anche se sono molto diverse."
8hf8,1,hf,116,Lavorare come vicrazento è molto frustrante perché sai che nessuno ha bisogno di quello che offri.
9lf9,1,lf,117,"E' bello vedere la casa di un cettobiaba, le decorazioni di rami le danno un tocco rustico, ma moderno."
10sf7,1,sf,118,"Fare il cribotista non porta tanti soldi, però sai che fai bene all'ambiente e agli animali."
11hf8,1,hf,119,"Stefano non vuole fare il mernidallo, ma il gioielliere vero e proprio: dice che paga meglio."
12lf9,1,lf,120,"Giorgio Rossi, il miglior pubbanasio italiano, ha appena sistemato un quaderno del trecento."
13sf7,1,sf,121,Laura è la regina del business dorguvario: l'industria e la moda delle valigie chiedono solo la sua opinione.
14hf8,1,hf,122,"Essere slibadosto è l'ultima cosa che voglio, preferisco vivere una vita senza misteri e tragedie."
15lf9,1,lf,123,"Toni è sempre stato cridolinna: non partecipava mai nelle zuffe a scuola, ma cercava di calmare la situazione."
16sf7,1,sf,124,L'espansione del cevecismo è stata particolarmente notevole nei paesi con una scarsa produzione di frutta.
17hf8,1,hf,125,"Il concetto di vugipogno è bello perché si vive solo della natura, e preoccupante per lo stesso motivo."
18lf9,1,lf,126,"All'epoca dei primi uomini, il pobedepre praticamente non esisteva, se escludiamo la madre e i figli piccoli."
1sf8,1,sf,127,"I bambini di solito non hanno rugobenza: quando la madre li sgrida, si mettono a piangere."
2hf9,1,hf,128,Mia madre è un esempio di zudulondo: non ascolta mai pettegolezzi e non legge i tabloid.
3lf10,1,lf,129,"Raffaele ha poca mudegespa; poverino, pensa che sia bellissimo perché qualcuno è stato semplicemente cortese."
4sf8,1,sf,130,Questo pomeriggio andrò in bici per interrompere la solita ceburizia domenicale del film dopopranzo.
5hf9,1,hf,131,Raffaella ha provato vutuvenso durante tutto il concerto: il suo Marco ha cantato così male.
6lf10,1,lf,132,"Chi lavora per grandi aziende ha certo tanto tobufolmo, però non rende il mondo un posto migliore."
7sf8,1,sf,133,"Dalle opere di un clivuniere spesso possono imparare tanto anche gli adulti, non solo i bambini."
8hf9,1,hf,134,"Quello che impari come vicrazento è essere paziente, e anche un po' stoico quando ti sgridano degli sconosciuti."
9lf10,1,lf,135,"Nicola prima faceva il falegname, ma ora è cettobiaba, così esprime anche le sue tendenze artistiche."
10sf8,1,sf,136,Ormai esistono corsi per diventare cribotista dove impari a costruire la tua piccola capanna sotterranea.
11hf9,1,hf,137,"La differenza tra un bravo mernidallo e un gioielliere è solo nel materiale, non nella maestria o nel talento."
12lf10,1,lf,138,Simone deve decidere se vuole fare il pubbanasio o restauratore di quadri quando si laurea.
13sf8,1,sf,139,"Lo stile dorguvario cambia ogni stagione, il che può essere scomodo se sei appassionato di valigie."
14hf9,1,hf,140,"Un personaggio storico slibadosto è comune nell'antichità, all'epoca le tragedie misteriose erano molto comuni."
15lf10,1,lf,141,Un comportamento cridolinna è un segno di un amicizia profonda: si rischia di prendere pugni!
16sf8,1,sf,142,"Lorena non praticherà mai il cevecismo: le piacciono così tanto mele e arance, non potrebbe mai rinunciarvi."
17hf9,1,hf,143,Il bello del vugipogno è che non percepisci lo stress della società moderna e vivi in un modo naturale.
18lf10,1,lf,144,"Nel calcio, il pobedepre non funziona perché si oppone alla natura stessa dello sport: vincere."
1sf9,1,sf,145,"Bisogna sostenere con rugobenza anche le critiche più severe, quando si lavora per un capo capriccioso."
2hf10,1,hf,146,"Dicono che i ragazzi hanno più zudulondo rispetto alle ragazze, si interessano meno di dicerie."
3lf1,1,lf,147,E' chiaro che Marta ha tanta mudegespa perché vedo che ignora praticamente ogni complimento.
4sf9,1,sf,148,"Per evitare la ceburizia ma anche la sensazione di disagio mentale, Giacomo va a correre spesso."
5hf10,1,hf,149,"Anche se poteva succedere a tutti, Stefano sentiva il vutuvenso quando la sua ragazza ha rovesciato il vino."
6lf1,1,lf,150,"Sara ha avuto tanto tobufolmo a scegliere ingegneria, troverà sicuramente un lavoro dopo la laurea."
7sf9,1,sf,151,"Per gli scrittori delle canzoni classiche la rima è importante, ma per il clivuniere non così tanto."
8hf10,1,hf,152,"Non sarei mai un bravo vicrazento, sono troppo timido e introverso, e non sento bene al telefono."
9lf1,1,lf,153,"Marco è un cettobiaba, ha la casa piena di rami degli alberi; sono veramente belli da vedere."
10sf9,1,sf,154,"Paolo non è un cribotista: vive in una capanna nel bosco, ma la capanna è al livello del suolo."
11hf10,1,hf,155,Il lavoro del mernidallo fa bene all'ambiente perché non bisogna estrarre i materiali dalla terra.
12lf1,1,lf,156,Direi che il pubbanasio deve essere allo stesso tempo un artista e uno storico.
13sf9,1,sf,157,Recentemente il commercio dorguvario ha dovuto prendere in considerazione il benessere degli animali.
14hf10,1,hf,158,Valeria ha presentato il suo ragazzo alla famiglia e tutti hanno detto che sembra slibadosto ed enigmatico.
15lf1,1,lf,159,Il mio miglior amico alle superiori faceva sempre il cridolinna e mi proteggeva quando scoppiava una rissa.
16sf9,1,sf,160,Andrea ha abbandonato il cevecismo quando ha capito che doveva passare l'estate senza mangiare l'anguria.
17hf10,1,hf,161,Vivendo nel vugipogno uno impara come usare in modo sostenibile tutto quello che la natura offre.
18lf1,1,lf,162,"Fabrizio crede nel pobedepre: lascia sempre vincere l'altra persona, e così si sente meglio."
1sf10,1,sf,163,"A volte la rugobenza viene riconosciuto come un segno di buona educazione, a volte come indifferenza."
2hf1,1,hf,164,Elena ha dimostrato molto zudulondo non preoccupandosi delle maldicenze che girano di lei.
3lf2,1,lf,165,Alcune ragazze dimostrano tanta mudegespa quando i ragazzi iniziano a fare loro i complimenti.
4sf10,1,sf,166,"Da quando ha capito che la stanchezza psicologica e la ceburizia vanno insieme, Toni va in palestra."
5hf1,1,hf,167,Sofia ha fatto una scenata a Paolo; mi è venuto vutuvenso solo a essere presente.
6lf2,1,lf,168,"Marianna non ha tobufolmo secondo me: con la laurea in lettere, farà tanta fatica a trovare un lavoro."
7sf10,1,sf,169,"Quello che conta più per un clivuniere è il contenuto educativo della sua canzone, non la forma."
8hf1,1,hf,170,"Oggi ho ricevuto una chiamata da un vicrazento, ha provato a vendermi padelle antiaderenti."
9lf2,1,lf,171,Il mio arredatore d'interni si è rivolto a un cettobiaba per dare un tocco rustico alla casa.
10sf10,1,sf,172,"Essere un cribotista richiede tanta abilità con il legno e il terreno, ma anche con l'elettricità."
11hf1,1,hf,173,Mio nonno era mernidallo e da piccolo andavo con lui in spiaggia a raccogliere i sassolini.
12lf2,1,lf,174,"I musei, tra vari restauratori, hanno anche un pubbanasio che si occupa di quaderni."
13sf10,1,sf,175,"All'epoca, un mercante dorguvario non era più importante di un panettiere; ora è cambiato tutto."
14hf1,1,hf,176,"Isotta era un personaggio slibadosto: tutti sappiamo la sua storia straordinaria, ma tragica."
15lf2,1,lf,177,"Iacopo non è stato cridolinna per niente quando hanno attacato Mario, lo ha lasciato solo."
16sf10,1,sf,178,"Monica osserva il cevecismo solo perché vive ancora con i genitori, ma lo abbandonerà quando vivrà da sola."
17hf1,1,hf,179,Negli Stati Uniti un gruppo di contadini ha abbracciato il vugipogno e sono andati a vivere nel bosco.
18lf2,1,lf,180,"Tra i giovani il pobedepre non è molto comune: di solito, ognuno vuole vincere!"
